team,conf,barthag,adj_o,adj_d,wab,ov_cur_sos,year,season,final_four,elite_seed,made_tournament,seed_filled
Northern Illinois,MAC,0.249318,94.6915,104.217,-15.117746914719,0.5473,2008,2008,0,0,0,17.0
VMI,BSth,0.248259,102.324,112.673,-11.688587372642,0.2926,2008,2008,0,0,0,17.0
Arkansas St.,SB,0.247453,102.176,112.552,-14.324967730058,0.418,2008,2008,0,0,0,17.0
Texas A&M Corpus Chris,Slnd,0.246772,95.0402,104.725,-14.461374829357,0.4557,2008,2008,0,0,0,17.0
Army,Pat,0.245023,88.0157,97.064,-12.116125858121,0.3601,2008,2008,0,0,0,17.0
Chicago St.,ind,0.244377,99.8101,110.104,-9.7828237371535,0.4919,2008,2008,0,0,0,17.0
South Dakota St.,Sum,0.241059,96.9514,107.119,-16.233004849664,0.4204,2008,2008,0,0,0,17.0
Portland,WCC,0.23544,95.8258,106.161,-15.518453183893,0.4613,2008,2008,0,0,0,17.0
SMU,CUSA,0.234265,93.9312,104.121,-12.629017810617,0.4959,2008,2008,0,0,0,17.0
Saint Peter's,MAAC,0.226862,93.9101,104.476,-19.159421125147,0.4237,2008,2008,0,0,0,17.0
Cal Poly,BW,0.221304,93.2257,104.003,-11.916914455696,0.4519,2008,2008,0,0,0,17.0
Stetson,ASun,0.219546,91.9415,102.662,-11.131276576823,0.3257,2008,2008,0,0,0,17.0
Centenary,Sum,0.218532,96.9201,108.277,-14.237879392359,0.4824,2008,2008,0,0,0,17.0
New Hampshire,AE,0.217988,95.4065,106.615,-16.296905716318,0.3542,2008,2008,0,0,0,17.0
Delaware St.,MEAC,0.217849,99.0278,110.67,-10.40651354688,0.3688,2008,2008,0,0,0,17.0
Eastern Kentucky,OVC,0.211109,96.0143,107.676,-12.153250199752,0.3158,2008,2008,0,0,0,17.0
Coastal Carolina,BSth,0.2009,97.3363,109.753,-11.111350047827,0.3461,2008,2008,0,0,0,17.0
Penn,Ivy,0.194073,94.9782,107.496,-12.290953640325,0.4011,2008,2008,0,0,0,17.0
UTSA,Slnd,0.192983,92.8305,105.129,-11.576671812861,0.3917,2008,2008,0,0,0,17.0
Harvard,Ivy,0.190352,97.4377,110.51,-17.340696623666,0.392,2008,2008,0,0,0,17.0
Idaho,WAC,0.189255,94.7568,107.536,-14.749024618374,0.4481,2008,2008,0,0,0,17.0
Mercer,ASun,0.187749,95.4961,108.468,-15.145412393671,0.3165,2008,2008,0,0,0,17.0
Central Arkansas,Slnd,0.186356,90.997,103.44,-12.251977324106,0.3367,2008,2008,0,0,0,17.0
USC Upstate,ASun,0.184022,91.2453,103.862,-17.352131745642,0.4265,2008,2008,0,0,0,17.0
UC Riverside,BW,0.182544,92.5902,105.483,-14.573974870423,0.4454,2008,2008,0,0,0,17.0
Morehead St.,OVC,0.178797,93.0062,106.19,-10.668389096082,0.336,2008,2008,0,0,0,17.0
Furman,SC,0.174106,92.6618,106.095,-16.647495266128,0.476,2008,2008,0,0,0,17.0
Norfolk St.,MEAC,0.173763,94.487,108.207,-11.982807241028,0.2397,2008,2008,0,0,0,17.0
Idaho St.,BSky,0.173118,94.4234,108.176,-12.372458685489,0.4554,2008,2008,0,0,0,17.0
Campbell,ASun,0.17083,94.3864,108.285,-16.781425619196,0.3124,2008,2008,0,0,0,17.0
Coppin St.,MEAC,0.16949,91.5004,105.061,-12.980561723081,0.3555,2008,2008,0,0,1,16.0
Savannah St.,ind,0.169378,85.474,98.148,-10.636783610444,0.3991,2008,2008,0,0,0,17.0
Stony Brook,AE,0.166811,91.2235,104.917,-18.86738124354,0.3577,2008,2008,0,0,0,17.0
Rice,CUSA,0.165455,85.881,98.857,-18.013796230971,0.5896,2008,2008,0,0,0,17.0
Presbyterian,ind,0.165241,94.056,108.282,-15.43086891793,0.5775,2008,2008,0,0,0,17.0
Samford,OVC,0.161739,95.3504,110.017,-12.373444967395,0.3015,2008,2008,0,0,0,17.0
St. Francis NY,NEC,0.159285,91.0538,105.226,-18.462140251695,0.3577,2008,2008,0,0,0,17.0
Radford,BSth,0.156713,93.9469,108.752,-14.573032305912,0.4006,2008,2008,0,0,0,17.0
Florida A&M,MEAC,0.155171,92.8071,107.542,-11.084743569435,0.3221,2008,2008,0,0,0,17.0
Monmouth,NEC,0.15285,91.1707,105.809,-19.542216149741,0.3828,2008,2008,0,0,0,17.0
Long Beach St.,BW,0.150538,94.4481,109.784,-19.311578814304,0.4288,2008,2008,0,0,0,17.0
Canisius,MAAC,0.150142,92.9411,108.062,-19.572381739089,0.4553,2008,2008,0,0,0,17.0
Princeton,Ivy,0.148661,92.0652,107.152,-18.589886182576,0.3745,2008,2008,0,0,0,17.0
Kennesaw St.,ASun,0.146958,92.8566,108.2,-16.428692703956,0.3056,2008,2008,0,0,0,17.0
Fairleigh Dickinson,NEC,0.145668,97.542,113.762,-15.421775094206,0.3961,2008,2008,0,0,0,17.0
Mississippi Valley St.,SWAC,0.145642,89.7469,104.673,-9.982872451616,0.3033,2008,2008,0,0,1,16.0
Southeast Missouri St.,OVC,0.143391,94.4487,110.331,-14.624088937222,0.3165,2008,2008,0,0,0,17.0
Florida Gulf Coast,ASun,0.141494,92.5342,108.241,-15.367418181154,0.3825,2008,2008,0,0,0,17.0
North Carolina A&T,MEAC,0.133307,93.9082,110.51,-10.364212127974,0.3157,2008,2008,0,0,0,17.0
St. Francis PA,NEC,0.131848,94.715,111.582,-18.940335459941,0.3657,2008,2008,0,0,0,17.0
Charleston Southern,BSth,0.130231,97.4117,114.901,-15.883276089959,0.3493,2008,2008,0,0,0,17.0
Dartmouth,Ivy,0.128276,90.5568,106.977,-14.709400478737,0.3245,2008,2008,0,0,0,17.0
South Carolina St.,MEAC,0.127061,94.4301,111.658,-16.165789595538,0.2741,2008,2008,0,0,0,17.0
Jackson St.,SWAC,0.126963,91.5892,108.307,-15.317313881835,0.2841,2008,2008,0,0,0,17.0
Jacksonville St.,OVC,0.123224,96.0406,113.909,-19.708273023981,0.2475,2008,2008,0,0,0,17.0
Alabama A&M,SWAC,0.121397,86.9962,103.335,-11.969479307753,0.2152,2008,2008,0,0,0,17.0
Eastern Illinois,OVC,0.120997,94.7878,112.626,-19.286137823526,0.2878,2008,2008,0,0,0,17.0
Cal St. Bakersfield,ind,0.118916,94.4691,112.44,-16.828324679574,0.3707,2008,2008,0,0,0,17.0
Louisiana Tech,WAC,0.115128,91.7509,109.554,-18.915798156032,0.4104,2008,2008,0,0,0,17.0
Southern,SWAC,0.11462,88.0512,105.182,-15.154361899394,0.2758,2008,2008,0,0,0,17.0
UC Davis,BW,0.111923,96.2629,115.26,-16.176558758215,0.4314,2008,2008,0,0,0,17.0
Maine,AE,0.10903,89.5218,107.463,-18.39615254179,0.3755,2008,2008,0,0,0,17.0
Bethune Cookman,MEAC,0.103319,90.9777,109.784,-17.849113552456,0.237,2008,2008,0,0,0,17.0
Winston Salem St.,ind,0.102607,87.9427,106.193,-14.129927849779,0.2767,2008,2008,0,0,0,17.0
Longwood,ind,0.100811,95.2167,115.173,-16.851893973424,0.3562,2008,2008,0,0,0,17.0
The Citadel,SC,0.0909128,93.289,113.969,-17.646242996492,0.4441,2008,2008,0,0,0,17.0
Arkansas Pine Bluff,SWAC,0.0820326,86.4321,106.63,-14.629096675201,0.251,2008,2008,0,0,0,17.0
Sacramento St.,BSky,0.0742691,89.6181,111.602,-18.215523773939,0.4181,2008,2008,0,0,0,17.0
Prairie View A&M,SWAC,0.072393,89.2561,111.418,-16.965262170286,0.3159,2008,2008,0,0,0,17.0
Loyola Marymount,WCC,0.0686658,88.037,110.441,-18.893989037698,0.4903,2008,2008,0,0,0,17.0
Texas Southern,SWAC,0.0594959,86.3033,109.718,-19.691992653825,0.3348,2008,2008,0,0,0,17.0
North Florida,ASun,0.0578435,84.5538,107.774,-20.898123734018,0.3632,2008,2008,0,0,0,17.0
Grambling St.,SWAC,0.0558743,89.891,114.943,-16.129001988181,0.236,2008,2008,0,0,0,17.0
North Carolina Central,ind,0.0551193,82.8538,106.078,-15.841676938669,0.5382,2008,2008,0,0,0,17.0
Alcorn St.,SWAC,0.0546539,91.2398,116.905,-20.535641323562,0.2524,2008,2008,0,0,0,17.0
Howard,MEAC,0.0528401,84.0316,108.004,-21.725690270214,0.3332,2008,2008,0,0,0,17.0
Maryland Eastern Shore,MEAC,0.03692,85.1812,113.112,-22.949345271007,0.3296,2008,2008,0,0,0,17.0
NJIT,ind,0.0201507,77.2294,108.26,-25.153183532477,0.3694,2008,2008,0,0,0,17.0
Memphis,CUSA,0.967966,111.794,83.1187,6.9491495452303,0.6359,2009,2009,0,1,1,2.0
Connecticut,BE,0.96755,115.424,85.9176,8.7395059546033,0.7107,2009,2009,1,1,1,1.0
North Carolina,ACC,0.967424,123.064,91.6363,7.6537570329365,0.7318,2009,2009,1,1,1,1.0
Louisville,BE,0.957685,112.014,85.4023,8.0314165283698,0.7235,2009,2009,0,1,1,1.0
Pittsburgh,BE,0.957074,120.732,92.1692,8.5717133015672,0.7288,2009,2009,0,1,1,1.0
Missouri,B12,0.94745,116.313,90.4504,6.0660283148939,0.6719,2009,2009,0,1,1,3.0
Kansas,B12,0.940896,113.617,89.3161,5.4051536262817,0.7036,2009,2009,0,1,1,3.0
UCLA,P10,0.940623,119.368,93.8767,4.5409055335598,0.7055,2009,2009,0,0,1,6.0
Michigan St.,B10,0.940211,113.239,89.1136,7.3609554427441,0.7595,2009,2009,1,1,1,2.0
West Virginia,BE,0.93997,114.359,90.0285,3.8904021735013,0.7229,2009,2009,0,0,1,6.0
Gonzaga,WCC,0.938383,116.006,91.5461,4.4176744728831,0.6017,2009,2009,0,1,1,4.0
Duke,ACC,0.938065,116.776,92.1979,7.833867077348,0.7306,2009,2009,0,1,1,2.0
Oklahoma,B12,0.936944,117.864,93.2113,7.3524784986166,0.7041,2009,2009,0,1,1,2.0
Villanova,BE,0.936158,113.855,90.1447,5.9841730221669,0.7019,2009,2009,1,1,1,3.0
Syracuse,BE,0.933035,116.304,92.4933,5.8840332706214,0.7373,2009,2009,0,1,1,3.0
Arizona St.,P10,0.93153,117.199,93.3988,4.768108117226,0.7228,2009,2009,0,0,1,6.0
Purdue,B10,0.927441,109.374,87.6369,3.8974674776763,0.6909,2009,2009,0,0,1,5.0
Washington,P10,0.926629,111.807,89.68,4.9533470712761,0.7285,2009,2009,0,1,1,4.0
Marquette,BE,0.914741,116.462,94.7481,3.409092841635,0.6707,2009,2009,0,0,1,6.0
BYU,MWC,0.90843,113.017,92.5737,2.2505238896126,0.6208,2009,2009,0,0,1,8.0
Xavier,A10,0.903339,109.053,89.7916,2.7753502958156,0.6424,2009,2009,0,1,1,4.0
Clemson,ACC,0.903261,115.834,95.3824,2.6986357082078,0.6554,2009,2009,0,0,1,7.0
Texas,B12,0.902722,111.575,91.9246,2.619367542886,0.7218,2009,2009,0,0,1,7.0
USC,P10,0.899118,109.264,90.3375,2.4855429518393,0.7463,2009,2009,0,0,1,10.0
Illinois,B10,0.897103,105.344,87.2634,3.83595820754,0.6838,2009,2009,0,0,1,5.0
Wake Forest,ACC,0.893253,111.065,92.3315,5.1087575854001,0.668,2009,2009,0,1,1,4.0
Oklahoma St.,B12,0.890407,116.046,96.7204,2.6938529094763,0.7101,2009,2009,0,0,1,8.0
Georgetown,BE,0.885766,109.547,91.6746,-1.1387210187821,0.7275,2009,2009,0,0,0,17.0
Wisconsin,B10,0.881254,111.531,93.6922,0.33090519535748,0.7162,2009,2009,0,0,1,12.0
Tennessee,SEC,0.877425,114.417,96.4182,1.2085741306897,0.7285,2009,2009,0,0,1,9.0
Utah,MWC,0.877022,109.428,92.2442,2.663448485871,0.6824,2009,2009,0,0,1,5.0
California,P10,0.871236,116.05,98.2744,3.2440253140299,0.6975,2009,2009,0,0,1,7.0
Ohio St.,B10,0.868161,112.001,95.0698,3.218376272899,0.7082,2009,2009,0,0,1,8.0
Notre Dame,BE,0.867335,114.991,97.6693,-0.45900238584427,0.6964,2009,2009,0,0,0,17.0
San Diego St.,MWC,0.866243,107.651,91.5096,0.57218386555771,0.6461,2009,2009,0,0,0,17.0
Baylor,B12,0.865942,115.723,98.3935,-0.12107582657756,0.7235,2009,2009,0,0,0,17.0
Washington St.,P10,0.865232,103.565,88.1031,-1.3848769181705,0.7092,2009,2009,0,0,0,17.0
Florida,SEC,0.862761,114.716,97.7684,-0.06452407040991,0.594,2009,2009,0,0,0,17.0
Florida St.,ACC,0.861227,105.007,89.5938,4.9836524237767,0.7089,2009,2009,0,0,1,5.0
Arizona,P10,0.860972,117.724,100.463,0.75215744898835,0.7415,2009,2009,0,0,1,12.0
New Mexico,MWC,0.858603,111.13,94.9977,-1.8489743227492,0.6334,2009,2009,0,0,0,17.0
Michigan,B10,0.852793,110.58,94.9155,0.86803989816118,0.7272,2009,2009,0,0,1,10.0
Miami,ACC,0.852333,109.691,94.1822,-0.70671141379915,0.6934,2009,2009,0,0,0,17.0
Texas A&M,B12,0.852289,112.746,96.8078,1.8550728147654,0.6761,2009,2009,0,0,1,9.0
LSU,SEC,0.851069,111.184,95.5472,2.3774932997434,0.6096,2009,2009,0,0,1,8.0
Minnesota,B10,0.848997,105.655,90.9242,1.8452594038089,0.6991,2009,2009,0,0,1,10.0
Kansas St.,B12,0.8464,108.725,93.73,-0.31820881752344,0.6312,2009,2009,0,0,0,17.0
Stanford,P10,0.842955,111.741,96.5507,-1.0712254169966,0.6844,2009,2009,0,0,0,17.0
Kentucky,SEC,0.84141,106.821,92.3922,-2.2004279613038,0.6332,2009,2009,0,0,0,17.0
Butler,Horz,0.841239,108.791,94.1065,2.3784568320507,0.5749,2009,2009,0,0,1,9.0
Maryland,ACC,0.833895,109.579,95.2342,0.087760024573201,0.7026,2009,2009,0,0,1,10.0
UAB,CUSA,0.833056,107.624,93.5847,-0.52364393697878,0.6118,2009,2009,0,0,0,17.0
Auburn,SEC,0.827905,106.221,92.6593,-1.5281802604173,0.6151,2009,2009,0,0,0,17.0
Temple,A10,0.825352,107.352,93.7912,-0.53597982454452,0.6405,2009,2009,0,0,1,11.0
Utah St.,WAC,0.818753,115.102,100.957,2.4087032996049,0.5165,2009,2009,0,0,1,11.0
VCU,CAA,0.816053,107.456,94.3994,-2.3193574718895,0.5184,2009,2009,0,0,1,11.0
Saint Mary's,WCC,0.814059,109.616,96.4073,1.2723048151725,0.5611,2009,2009,0,0,0,17.0
Penn St.,B10,0.812932,110.706,97.4288,0.38991231679647,0.6445,2009,2009,0,0,0,17.0
Mississippi St.,SEC,0.803657,107.359,94.9767,-1.6827376976108,0.6469,2009,2009,0,0,1,13.0
Nebraska,B12,0.803214,101.943,90.2075,-1.2734361026826,0.6408,2009,2009,0,0,0,17.0
Boston College,ACC,0.801838,112.593,99.7062,0.5240552674175,0.6607,2009,2009,0,0,1,7.0
Illinois St.,MVC,0.80133,107.631,95.3386,-1.9774499632556,0.5528,2009,2009,0,0,0,17.0
Northwestern,B10,0.799249,110.17,97.6987,-1.5112404775188,0.6782,2009,2009,0,0,0,17.0
Tulsa,CUSA,0.796548,103.926,92.2952,0.39652857891492,0.6192,2009,2009,0,0,0,17.0
Creighton,MVC,0.795488,110.135,97.8651,0.43442632682914,0.5642,2009,2009,0,0,0,17.0
South Carolina,SEC,0.795293,106.204,94.3823,-0.29136094091666,0.5795,2009,2009,0,0,0,17.0
Siena,MAAC,0.792913,109.378,97.326,0.073928440524743,0.5372,2009,2009,0,0,1,9.0
Virginia Tech,ACC,0.79242,109.437,97.4034,-1.7782673465547,0.6782,2009,2009,0,0,0,17.0
Seton Hall,BE,0.787624,109.886,98.0499,-2.8632009770988,0.6608,2009,2009,0,0,0,17.0
UNLV,MWC,0.787327,104.619,93.3646,-0.30279449864164,0.6259,2009,2009,0,0,0,17.0
Vanderbilt,SEC,0.784877,105.991,94.7083,-2.7394406192501,0.6078,2009,2009,0,0,0,17.0
Cleveland St.,Horz,0.784047,103.603,92.6141,-1.3869736882399,0.5815,2009,2009,0,0,1,13.0
NC State,ACC,0.780105,113.02,101.236,-3.1277188938087,0.6267,2009,2009,0,0,0,17.0
Houston,CUSA,0.777087,107.506,96.4435,-2.5476471578846,0.5528,2009,2009,0,0,0,17.0
Davidson,SC,0.770772,101.953,91.7499,-1.172243273474,0.4271,2009,2009,0,0,0,17.0
Rhode Island,A10,0.769867,111.597,100.473,-1.3607161553009,0.5701,2009,2009,0,0,0,17.0
Providence,BE,0.769671,110.645,99.6252,-0.64286604627624,0.6644,2009,2009,0,0,0,17.0
Dayton,A10,0.766568,101.774,91.7772,1.1009892236325,0.5721,2009,2009,0,0,1,11.0
Niagara,MAAC,0.765787,107.16,96.6705,-1.7122100109224,0.4709,2009,2009,0,0,0,17.0
North Dakota St.,Sum,0.764051,112.556,101.623,-0.79591557811656,0.4552,2009,2009,0,0,1,14.0
Cincinnati,BE,0.750821,107.826,97.965,-1.6629216483204,0.6759,2009,2009,0,0,0,17.0
UTEP,CUSA,0.745588,106.582,97.0687,-4.254419499702,0.6186,2009,2009,0,0,0,17.0
Northern Iowa,MVC,0.743797,108.5,98.8967,-1.7448289127269,0.5992,2009,2009,0,0,1,12.0
Iowa,B10,0.732599,106.907,97.937,-4.5445843544352,0.683,2009,2009,0,0,0,17.0
Green Bay,Horz,0.731607,111.59,102.272,-2.2811507466602,0.5259,2009,2009,0,0,0,17.0
Duquesne,A10,0.725616,113.588,104.378,-3.0555350496656,0.5745,2009,2009,0,0,0,17.0
Texas Tech,B12,0.723691,108.492,99.778,-5.4622228949421,0.726,2009,2009,0,0,0,17.0
Mississippi,SEC,0.723457,110.181,101.342,-4.4504745118564,0.6579,2009,2009,0,0,0,17.0
Georgia Tech,ACC,0.722583,99.6405,91.6818,-7.2859526511528,0.679,2009,2009,0,0,0,17.0
Vermont,AE,0.716701,105.991,97.7727,-3.8918519360242,0.3892,2009,2009,0,0,0,17.0
Alabama,SEC,0.714283,105.575,97.4898,-4.7725804983927,0.6204,2009,2009,0,0,0,17.0
Western Kentucky,SB,0.704048,109.081,101.162,-2.1372598479597,0.4884,2009,2009,0,0,1,12.0
Akron,MAC,0.699473,101.854,94.6397,-5.3629462644815,0.4756,2009,2009,0,0,1,13.0
George Mason,CAA,0.693776,102.146,95.1343,-3.6663412604892,0.4958,2009,2009,0,0,0,17.0
Oral Roberts,Sum,0.693327,101.03,94.1124,-7.2303842658006,0.521,2009,2009,0,0,0,17.0
Nevada,WAC,0.68746,104.666,97.7319,-4.7016432309616,0.563,2009,2009,0,0,0,17.0
Old Dominion,CAA,0.686773,103.674,96.8329,-4.0006478052655,0.4632,2009,2009,0,0,0,17.0
Virginia,ACC,0.682614,101.744,95.1895,-6.42052601445,0.7102,2009,2009,0,0,0,17.0
Wright St.,Horz,0.678007,98.9684,92.7632,-5.4566352892331,0.5396,2009,2009,0,0,0,17.0
Saint Joseph's,A10,0.676438,104.02,97.5586,-6.4567743403984,0.5974,2009,2009,0,0,0,17.0
Oregon St.,P10,0.66776,104.983,98.7996,-4.9892054158647,0.7124,2009,2009,0,0,0,17.0
Stephen F. Austin,Slnd,0.667592,94.202,88.6597,-2.5426873689965,0.448,2009,2009,0,0,1,14.0
Miami OH,MAC,0.656209,100.932,95.4146,-4.5200141598509,0.549,2009,2009,0,0,0,17.0
Iowa St.,B12,0.655993,101.662,96.113,-5.7261787104327,0.624,2009,2009,0,0,0,17.0
Cal St. Northridge,BW,0.653874,101.462,96.0021,-6.735607890936,0.5081,2009,2009,0,0,1,15.0
St. John's,BE,0.653475,101.463,96.0174,-4.4589298286462,0.6544,2009,2009,0,0,0,17.0
Portland,WCC,0.652908,106.06,100.39,-4.6354918637898,0.5137,2009,2009,0,0,0,17.0
La Salle,A10,0.650376,104.124,98.6529,-5.5155532222591,0.5465,2009,2009,0,0,0,17.0
Oakland,Sum,0.646729,112.056,106.316,-4.2681835571855,0.4905,2009,2009,0,0,0,17.0
Cornell,Ivy,0.638076,106.306,101.192,-4.7939726999247,0.3809,2009,2009,0,0,1,14.0
Northeastern,CAA,0.637954,103.656,98.6735,-4.8795582034197,0.5425,2009,2009,0,0,0,17.0
Pacific,BW,0.634402,106.983,101.976,-6.3447960010918,0.4774,2009,2009,0,0,0,17.0
Richmond,A10,0.634179,105.716,100.778,-7.1635200185832,0.5469,2009,2009,0,0,0,17.0
East Tennessee St.,ASun,0.622114,103.782,99.3788,-5.8981182777878,0.3932,2009,2009,0,0,1,16.0
Bradley,MVC,0.616117,104.169,99.9702,-6.8398711789716,0.564,2009,2009,0,0,0,17.0
American,Pat,0.613875,103.161,99.0844,-2.31532767661,0.3687,2009,2009,0,0,1,14.0
Arkansas,SEC,0.612838,103.958,99.8885,-6.8848881505586,0.6117,2009,2009,0,0,0,17.0
Evansville,MVC,0.610204,102.316,98.4053,-5.7904824874098,0.5643,2009,2009,0,0,0,17.0
Wichita St.,MVC,0.607729,102.283,98.4628,-7.7842284074706,0.5859,2009,2009,0,0,0,17.0
Weber St.,BSky,0.602784,101.462,97.8484,-3.6992755923887,0.4581,2009,2009,0,0,0,17.0
New Mexico St.,WAC,0.602622,107.857,104.022,-7.0222026766107,0.5429,2009,2009,0,0,0,17.0
Kent St.,MAC,0.601615,101.525,97.9504,-7.0540563987337,0.4913,2009,2009,0,0,0,17.0
Buffalo,MAC,0.599637,100.186,96.7275,-4.3779783780766,0.5131,2009,2009,0,0,0,17.0
TCU,MWC,0.597738,100.609,97.203,-7.4720859381176,0.634,2009,2009,0,0,0,17.0
Belmont,ASun,0.597311,104.653,101.126,-7.1233965739735,0.4147,2009,2009,0,0,0,17.0
Wyoming,MWC,0.590556,105.515,102.208,-3.355381129579,0.591,2009,2009,0,0,0,17.0
Sam Houston St.,Slnd,0.584724,105.82,102.717,-7.1977898659784,0.4699,2009,2009,0,0,0,17.0
Jacksonville,ASun,0.583844,105.941,102.868,-7.3454406656109,0.4396,2009,2009,0,0,0,17.0
Portland St.,BSky,0.582472,107.074,104.019,-3.9445822832696,0.4346,2009,2009,0,0,1,13.0
South Florida,BE,0.580077,99.9384,97.1697,-9.1227441662564,0.7265,2009,2009,0,0,0,17.0
Tennessee Martin,OVC,0.579318,106.463,103.541,-4.9408501743979,0.3851,2009,2009,0,0,0,17.0
Illinois Chicago,Horz,0.574044,104.165,101.497,-7.8783137162743,0.5405,2009,2009,0,0,0,17.0
UCF,CUSA,0.571645,104.567,101.976,-6.4705928677453,0.5474,2009,2009,0,0,0,17.0
Rutgers,BE,0.570614,96.798,94.4339,-9.0607838751369,0.626,2009,2009,0,0,0,17.0
Massachusetts,A10,0.568739,103.782,101.315,-9.5072433264644,0.6211,2009,2009,0,0,0,17.0
Saint Louis,A10,0.566795,100.211,97.8959,-6.7206171711692,0.5367,2009,2009,0,0,0,17.0
Charlotte,A10,0.563434,102.424,100.177,-11.180160265586,0.5999,2009,2009,0,0,0,17.0
Murray St.,OVC,0.562688,101.049,98.8581,-7.3550224805177,0.4313,2009,2009,0,0,0,17.0
Santa Clara,WCC,0.560809,100.099,97.9939,-8.9544366466605,0.5306,2009,2009,0,0,0,17.0
Drake,MVC,0.556634,100.148,98.1858,-8.0207398306626,0.5555,2009,2009,0,0,0,17.0
Oregon,P10,0.555238,103.333,101.358,-8.4940740722432,0.7831,2009,2009,0,0,0,17.0
Robert Morris,NEC,0.551924,100.874,99.0619,-5.1421168717488,0.3591,2009,2009,0,0,1,15.0
Bowling Green,MAC,0.550294,100.467,98.7186,-7.134300724039,0.4693,2009,2009,0,0,0,17.0
Drexel,CAA,0.546256,96.9025,95.3515,-7.9442128500769,0.5006,2009,2009,0,0,0,17.0
Marshall,CUSA,0.537341,105.108,103.749,-9.0823223397574,0.5976,2009,2009,0,0,0,17.0
Lipscomb,ASun,0.536965,104.019,102.688,-10.410591950099,0.3499,2009,2009,0,0,0,17.0
Arkansas Little Rock,SB,0.535746,98.4563,97.2377,-3.2609644508901,0.4149,2009,2009,0,0,0,17.0
Louisiana Tech,WAC,0.534557,99.6863,98.4934,-9.8855110371904,0.4781,2009,2009,0,0,0,17.0
Southern Miss,CUSA,0.529033,104.745,103.691,-8.3943453380623,0.6201,2009,2009,0,0,0,17.0
Boise St.,WAC,0.52397,101.303,100.461,-5.8452876700001,0.5214,2009,2009,0,0,0,17.0
North Texas,SB,0.52025,107.202,106.449,-6.5928705447192,0.4414,2009,2009,0,0,0,17.0
James Madison,CAA,0.518226,102.996,102.345,-8.4304826563968,0.4601,2009,2009,0,0,0,17.0
Southern Illinois,MVC,0.517443,99.8844,99.28,-9.6689377445088,0.6191,2009,2009,0,0,0,17.0
Colorado,B12,0.515948,100.254,99.6996,-10.958868264389,0.6446,2009,2009,0,0,0,17.0
UT Arlington,Slnd,0.515594,107.298,106.717,-9.1571084690914,0.4533,2009,2009,0,0,0,17.0
Milwaukee,Horz,0.515062,102.061,101.527,-6.7041031208799,0.5396,2009,2009,0,0,0,17.0
Idaho,WAC,0.513896,103.041,102.544,-7.9978458913888,0.5373,2009,2009,0,0,0,17.0
Utah Valley,ind,0.510271,103.566,103.197,-8.5055818615762,0.3095,2009,2009,0,0,0,17.0
Mount St. Mary's,NEC,0.509575,99.2425,98.9125,-7.9632495437531,0.3743,2009,2009,0,0,0,17.0
Tulane,CUSA,0.508536,97.3342,97.0456,-9.26037894673,0.5384,2009,2009,0,0,0,17.0
UC Santa Barbara,BW,0.501123,98.0523,98.014,-8.8292891750446,0.4866,2009,2009,0,0,0,17.0
College of Charleston,SC,0.499167,106.613,106.643,-3.4952926714797,0.3637,2009,2009,0,0,0,17.0
Morgan St.,MEAC,0.497829,97.9308,98.0048,-5.7717363835235,0.3541,2009,2009,0,0,1,15.0
San Diego,WCC,0.494472,96.367,96.5525,-7.8355551704047,0.5644,2009,2009,0,0,0,17.0
Eastern Kentucky,OVC,0.489714,110.451,110.847,-8.1512707195086,0.3847,2009,2009,0,0,0,17.0
Colorado St.,MWC,0.488877,106.129,106.541,-11.96102118641,0.6367,2009,2009,0,0,0,17.0
Texas A&M Corpus Chris,Slnd,0.487213,98.0032,98.4402,-8.0154901363544,0.513,2009,2009,0,0,0,17.0
Morehead St.,OVC,0.481621,99.9991,100.641,-9.3342426652477,0.4438,2009,2009,0,0,1,16.0
Long Beach St.,BW,0.479868,103.214,103.94,-8.2306992922237,0.5264,2009,2009,0,0,0,17.0
Middle Tennessee,SB,0.475832,102.042,102.904,-9.2242520960689,0.4223,2009,2009,0,0,0,17.0
Rider,MAAC,0.474954,103.806,104.715,-6.916265482855,0.4407,2009,2009,0,0,0,17.0
Boston University,AE,0.474149,101.927,102.849,-8.810224303811,0.3899,2009,2009,0,0,0,17.0
Fairfield,MAAC,0.473359,101.705,102.653,-7.3010675430292,0.5103,2009,2009,0,0,0,17.0
Binghamton,AE,0.473152,100.568,101.513,-4.508924875067,0.3778,2009,2009,0,0,1,15.0
Nicholls St.,Slnd,0.472453,99.9598,100.923,-6.0559177788404,0.4174,2009,2009,0,0,0,17.0
Ohio,MAC,0.468076,99.8766,100.993,-10.246606872563,0.4957,2009,2009,0,0,0,17.0
Montana,BSky,0.467949,102.125,103.271,-7.2431004027251,0.4317,2009,2009,0,0,0,17.0
George Washington,A10,0.463623,100.94,102.228,-11.380542468086,0.5482,2009,2009,0,0,0,17.0
South Alabama,SB,0.463434,101.21,102.508,-7.727456567363,0.4127,2009,2009,0,0,0,17.0
Indiana St.,MVC,0.452931,102.026,103.715,-12.870532987189,0.5834,2009,2009,0,0,0,17.0
Hofstra,CAA,0.452367,95.9686,97.5768,-5.2720650173961,0.469,2009,2009,0,0,0,17.0
Idaho St.,BSky,0.450955,101.461,103.212,-11.198585077105,0.5374,2009,2009,0,0,0,17.0
Holy Cross,Pat,0.450449,97.1356,98.8299,-10.004829243693,0.3642,2009,2009,0,0,0,17.0
