team,conf,barthag,adj_o,adj_d,wab,ov_cur_sos,year,season,final_four,elite_seed,made_tournament,seed_filled
Ohio,MAC,0.595221,110.144,106.512,-5.3467287592032,0.4719,2016,2016,0,0,0,17.0
College of Charleston,CAA,0.592159,96.4023,93.3264,-7.2829418907641,0.5195,2016,2016,0,0,0,17.0
Wright St.,Horz,0.587948,100.358,97.3036,-6.0544277723431,0.4665,2016,2016,0,0,0,17.0
TCU,B12,0.587328,100.068,97.0432,-6.6810362204545,0.6905,2016,2016,0,0,0,17.0
Nevada,MWC,0.586396,100.753,97.741,-5.1297189815931,0.5537,2016,2016,0,0,0,17.0
Duquesne,A10,0.585113,108.248,105.06,-7.8115231107755,0.5431,2016,2016,0,0,0,17.0
Pepperdine,WCC,0.579317,105.596,102.699,-5.031984142434,0.5544,2016,2016,0,0,0,17.0
Siena,MAAC,0.574654,106.773,104.016,-6.3875289875478,0.4236,2016,2016,0,0,0,17.0
Buffalo,MAC,0.574612,105.143,102.43,-5.8194005409864,0.5386,2016,2016,0,0,1,14.0
Green Bay,Horz,0.572927,106.946,104.248,-4.5231638654543,0.5066,2016,2016,0,0,1,14.0
Albany,AE,0.570255,104.657,102.114,-4.0061332331567,0.3337,2016,2016,0,0,0,17.0
Grand Canyon,WAC,0.568255,103.144,100.709,-0.9832140975376,0.3699,2016,2016,0,0,0,17.0
Southern Illinois,MVC,0.567869,104.978,102.514,-3.3550632111043,0.4665,2016,2016,0,0,0,17.0
Marshall,CUSA,0.564025,109.771,107.341,-8.734234971828,0.5025,2016,2016,0,0,0,17.0
Weber St.,BSky,0.559917,101.651,99.5448,-3.6695000802553,0.3967,2016,2016,0,0,1,15.0
Colorado St.,MWC,0.556719,111.283,109.1,-8.5032089873663,0.5466,2016,2016,0,0,0,17.0
Central Michigan,MAC,0.552445,110.277,108.276,-9.2309040851129,0.4828,2016,2016,0,0,0,17.0
IPFW,Sum,0.552232,110.436,108.44,-2.7164537845381,0.4841,2016,2016,0,0,0,17.0
Morehead St.,OVC,0.551434,105.047,103.178,-6.4266956028903,0.4729,2016,2016,0,0,0,17.0
UNC Asheville,BSth,0.548685,101.152,99.4478,-6.2604935086762,0.4011,2016,2016,0,0,1,15.0
Penn St.,B10,0.54647,101.282,99.6532,-4.7461912789479,0.6426,2016,2016,0,0,0,17.0
Murray St.,OVC,0.545482,106.795,105.114,-8.9695298306915,0.4368,2016,2016,0,0,0,17.0
Vermont,AE,0.541386,107.324,105.787,-6.5626275016088,0.4142,2016,2016,0,0,0,17.0
Massachusetts,A10,0.539443,102.128,100.733,-8.6665699492026,0.5927,2016,2016,0,0,0,17.0
Fordham,A10,0.538789,101.811,100.444,-6.0036468911708,0.5068,2016,2016,0,0,0,17.0
Towson,CAA,0.536375,104.515,103.198,-6.1695982559548,0.4838,2016,2016,0,0,0,17.0
Montana,BSky,0.534499,105.462,104.202,-5.7333752214361,0.4079,2016,2016,0,0,0,17.0
Eastern Michigan,MAC,0.534334,105.65,104.394,-7.7901483598805,0.5471,2016,2016,0,0,0,17.0
Florida Gulf Coast,ASun,0.513593,102.856,102.371,-8.4141622415621,0.4109,2016,2016,0,0,1,16.0
North Florida,ASun,0.510295,113.475,113.069,-5.1469903110567,0.4227,2016,2016,0,0,0,17.0
North Dakota St.,Sum,0.509798,100.117,99.7766,-7.1949278880931,0.4575,2016,2016,0,0,0,17.0
Wyoming,MWC,0.509226,108.314,107.967,-10.573136397517,0.5727,2016,2016,0,0,0,17.0
Western Kentucky,CUSA,0.50902,108.149,107.811,-9.527566644606,0.4767,2016,2016,0,0,0,17.0
Missouri,SEC,0.508811,102.864,102.55,-9.4504958998353,0.6614,2016,2016,0,0,0,17.0
Nebraska Omaha,Sum,0.508433,108.132,107.815,-7.6047183696033,0.4809,2016,2016,0,0,0,17.0
Harvard,Ivy,0.50352,99.2614,99.1399,-8.9318005521504,0.508,2016,2016,0,0,0,17.0
Loyola Chicago,MVC,0.502429,100.268,100.183,-9.2716718978385,0.5118,2016,2016,0,0,0,17.0
Ball St.,MAC,0.499374,102.067,102.089,-8.3246279515643,0.4324,2016,2016,0,0,0,17.0
Louisiana Tech,CUSA,0.497909,102.729,102.804,-4.3328880464298,0.3985,2016,2016,0,0,0,17.0
Georgia St.,SB,0.494695,99.6526,99.8367,-8.6053038922237,0.4765,2016,2016,0,0,0,17.0
DePaul,BE,0.493497,103.9,104.135,-9.2510648279459,0.7033,2016,2016,0,0,0,17.0
Tennessee St.,OVC,0.493189,99.7994,100.036,-6.0305950416531,0.3854,2016,2016,0,0,0,17.0
Elon,CAA,0.492681,104.961,105.228,-8.4535517577356,0.5366,2016,2016,0,0,0,17.0
Northern Illinois,MAC,0.491846,100.468,100.754,-6.6750546194598,0.4892,2016,2016,0,0,0,17.0
High Point,BSth,0.490495,109.183,109.545,-5.6739006060351,0.389,2016,2016,0,0,0,17.0
Oral Roberts,Sum,0.485042,106.413,106.968,-9.4134810088606,0.5492,2016,2016,0,0,0,17.0
Coastal Carolina,BSth,0.479564,100.734,101.453,-7.017498128821,0.3928,2016,2016,0,0,0,17.0
Lehigh,Pat,0.474715,104.12,105.04,-9.6165911968275,0.3821,2016,2016,0,0,0,17.0
Detroit,Horz,0.474036,109.777,110.773,-8.3925881557076,0.4993,2016,2016,0,0,0,17.0
East Tennessee St.,SC,0.471258,105.392,106.452,-5.1195831357075,0.4513,2016,2016,0,0,0,17.0
Bucknell,Pat,0.469457,104.14,105.253,-9.1164142979022,0.3811,2016,2016,0,0,0,17.0
Eastern Washington,BSky,0.46744,111.649,112.923,-10.693569522998,0.3692,2016,2016,0,0,0,17.0
Kent St.,MAC,0.462331,105.429,106.822,-7.0018049896817,0.4691,2016,2016,0,0,0,17.0
Portland,WCC,0.458825,107.633,109.19,-12.324102571258,0.5118,2016,2016,0,0,0,17.0
Winthrop,BSth,0.457622,105.842,107.418,-4.8615335983291,0.3577,2016,2016,0,0,0,17.0
Denver,Sum,0.457304,102.155,103.687,-10.212057004901,0.4335,2016,2016,0,0,0,17.0
George Mason,A10,0.450727,101.352,103.11,-11.629443947883,0.6074,2016,2016,0,0,0,17.0
Wagner,NEC,0.449019,99.6015,101.39,-6.9823593188726,0.2846,2016,2016,0,0,0,17.0
East Carolina,Amer,0.44719,102.339,104.243,-10.598541978054,0.5632,2016,2016,0,0,0,17.0
North Dakota,BSky,0.443825,99.4315,101.402,-10.505054940587,0.3995,2016,2016,0,0,0,17.0
Auburn,SEC,0.443783,100.368,102.359,-8.2607301062545,0.7039,2016,2016,0,0,0,17.0
Indiana St.,MVC,0.442211,97.3097,99.2944,-8.8958556723366,0.5567,2016,2016,0,0,0,17.0
Western Michigan,MAC,0.44168,102.372,104.479,-12.197922524769,0.5222,2016,2016,0,0,0,17.0
UCF,Amer,0.437567,99.8769,102.081,-10.066320339398,0.5614,2016,2016,0,0,0,17.0
Wofford,SC,0.430345,104.896,107.486,-10.421659179912,0.4551,2016,2016,0,0,0,17.0
Texas A&M Corpus Chris,Slnd,0.425086,100.728,103.407,-1.8612967280669,0.3735,2016,2016,0,0,0,17.0
Cal Poly,BW,0.422284,106.641,109.587,-12.001582846051,0.5661,2016,2016,0,0,0,17.0
Mercer,SC,0.419765,104.348,107.327,-10.472907192444,0.3992,2016,2016,0,0,0,17.0
Washington St.,P12,0.418514,101.101,104.034,-10.359349434754,0.6892,2016,2016,0,0,0,17.0
Loyola Marymount,WCC,0.417384,103.53,106.577,-8.9611658432423,0.5273,2016,2016,0,0,0,17.0
Tulane,Amer,0.411831,96.8147,99.8621,-11.057349837927,0.5645,2016,2016,0,0,0,17.0
UTEP,CUSA,0.409659,102.883,106.205,-9.7085355192049,0.376,2016,2016,0,0,0,17.0
Furman,SC,0.409383,103.004,106.34,-10.111078736856,0.4055,2016,2016,0,0,0,17.0
Minnesota,B10,0.4079,99.6134,102.894,-12.763806084357,0.6474,2016,2016,0,0,0,17.0
Eastern Kentucky,OVC,0.40673,105.697,109.225,-10.503302460524,0.4084,2016,2016,0,0,0,17.0
Fairfield,MAAC,0.405708,102.764,106.233,-7.0696384182381,0.4229,2016,2016,0,0,0,17.0
Navy,Pat,0.404408,98.7749,102.157,-10.033417475188,0.3447,2016,2016,0,0,0,17.0
Texas Southern,SWAC,0.402825,105.038,108.696,-7.676077575983,0.3766,2016,2016,0,0,0,17.0
Pacific,WCC,0.392422,99.938,103.81,-12.695903244673,0.5634,2016,2016,0,0,0,17.0
NJIT,ASun,0.391928,100.707,104.628,-8.765302856846,0.4047,2016,2016,0,0,0,17.0
Saint Louis,A10,0.391345,96.4358,100.211,-11.64290841548,0.5875,2016,2016,0,0,0,17.0
Georgia Southern,SB,0.391315,103.943,108.014,-11.412768061189,0.4484,2016,2016,0,0,0,17.0
San Francisco,WCC,0.390818,105.463,109.613,-8.4238559156543,0.4891,2016,2016,0,0,0,17.0
Boston College,ACC,0.381977,95.0493,99.1105,-12.248323055983,0.6649,2016,2016,0,0,0,17.0
Tennessee Tech,OVC,0.380664,106.574,111.181,-6.0034698995448,0.4301,2016,2016,0,0,0,17.0
IUPUI,Sum,0.379355,97.8242,102.103,-10.947825784648,0.5364,2016,2016,0,0,0,17.0
St. John's,BE,0.37746,96.3292,100.613,-11.250835347294,0.6801,2016,2016,0,0,0,17.0
Texas St.,SB,0.376916,98.5464,102.949,-11.087191873885,0.4308,2016,2016,0,0,0,17.0
Idaho,BSky,0.374344,98.2896,102.779,-7.6001741069222,0.3796,2016,2016,0,0,0,17.0
Charlotte,CUSA,0.372642,103.427,108.219,-12.666457737172,0.4584,2016,2016,0,0,0,17.0
Dartmouth,Ivy,0.371678,98.8841,103.503,-12.438722583185,0.445,2016,2016,0,0,0,17.0
Missouri St.,MVC,0.370811,100.087,104.796,-10.649587168477,0.5596,2016,2016,0,0,0,17.0
UNC Greensboro,SC,0.36799,101.404,106.287,-12.731575968313,0.4304,2016,2016,0,0,0,17.0
Montana St.,BSky,0.365371,106.385,111.617,-12.287170190994,0.3866,2016,2016,0,0,0,17.0
UC Riverside,BW,0.365212,99.6441,104.551,-13.224612085287,0.4585,2016,2016,0,0,0,17.0
FIU,CUSA,0.364604,102.203,107.261,-14.632194164101,0.3957,2016,2016,0,0,0,17.0
South Dakota,Sum,0.362461,104.657,109.925,-11.598231706873,0.5168,2016,2016,0,0,0,17.0
Western Carolina,SC,0.360866,99.1628,104.216,-10.425909499685,0.4911,2016,2016,0,0,0,17.0
Tennessee Martin,OVC,0.356895,103.255,108.68,-9.0302087042846,0.406,2016,2016,0,0,0,17.0
Austin Peay,OVC,0.350145,103.386,109.098,-11.338058425696,0.4308,2016,2016,0,0,1,16.0
Boston University,Pat,0.348645,101.692,107.371,-9.9746050494841,0.3638,2016,2016,0,0,0,17.0
Rider,MAAC,0.347006,98.0629,103.605,-14.102922582333,0.4193,2016,2016,0,0,0,17.0
New Hampshire,AE,0.340168,98.6707,104.522,-7.5747976056567,0.3599,2016,2016,0,0,0,17.0
Santa Clara,WCC,0.338345,101.114,107.186,-11.915060684605,0.5489,2016,2016,0,0,0,17.0
La Salle,A10,0.335781,99.2353,105.3,-12.639926218754,0.624,2016,2016,0,0,0,17.0
UC Davis,BW,0.334489,93.0232,98.7579,-12.874441445978,0.4967,2016,2016,0,0,0,17.0
Canisius,MAAC,0.333765,106.647,113.253,-13.750042884791,0.4197,2016,2016,0,0,0,17.0
Sam Houston St.,Slnd,0.332334,101.054,107.374,-8.8953056493853,0.356,2016,2016,0,0,0,17.0
South Florida,Amer,0.331202,97.6408,103.794,-14.773517639886,0.6092,2016,2016,0,0,0,17.0
San Jose St.,MWC,0.329,96.29,102.446,-15.404284148342,0.5509,2016,2016,0,0,0,17.0
Gardner Webb,BSth,0.3269,100.086,106.574,-10.318153635882,0.3991,2016,2016,0,0,0,17.0
Saint Peter's,MAAC,0.326564,95.0963,101.274,-10.717934298482,0.4004,2016,2016,0,0,0,17.0
Cal St. Northridge,BW,0.322966,99.2162,105.812,-13.422186552997,0.5237,2016,2016,0,0,0,17.0
Army,Pat,0.322169,98.6458,105.237,-9.3435626916956,0.3259,2016,2016,0,0,0,17.0
Western Illinois,Sum,0.320479,99.477,106.195,-11.413577883331,0.4996,2016,2016,0,0,0,17.0
Bowling Green,MAC,0.320084,99.0622,105.769,-11.937657212678,0.4812,2016,2016,0,0,0,17.0
Radford,BSth,0.318157,101.986,108.975,-10.009271594406,0.4178,2016,2016,0,0,0,17.0
Samford,SC,0.317742,101.141,108.09,-14.795265865093,0.4001,2016,2016,0,0,0,17.0
Cal St. Fullerton,BW,0.316453,101.405,108.428,-13.664852550777,0.5178,2016,2016,0,0,0,17.0
Drexel,CAA,0.316142,98.8313,105.69,-16.354750241384,0.5765,2016,2016,0,0,0,17.0
Kennesaw St.,ASun,0.310931,100.724,107.941,-12.974435150762,0.4833,2016,2016,0,0,0,17.0
Manhattan,MAAC,0.310813,98.4279,105.485,-12.552114311185,0.4265,2016,2016,0,0,0,17.0
Portland St.,BSky,0.307047,102.037,109.521,-13.936287992272,0.3782,2016,2016,0,0,0,17.0
Southern,SWAC,0.306515,98.9205,106.199,-8.1069843989604,0.3028,2016,2016,0,0,1,16.0
Air Force,MWC,0.305951,98.132,105.377,-10.880938825869,0.5344,2016,2016,0,0,0,17.0
Jackson St.,SWAC,0.305607,94.134,101.098,-10.742962301654,0.3008,2016,2016,0,0,0,17.0
Miami OH,MAC,0.305525,96.4243,103.561,-13.389585856335,0.5049,2016,2016,0,0,0,17.0
Lipscomb,ASun,0.303163,101.469,109.084,-15.971079297092,0.4322,2016,2016,0,0,0,17.0
Jacksonville,ASun,0.2895,100.285,108.428,-11.71565016402,0.376,2016,2016,0,0,0,17.0
Norfolk St.,MEAC,0.285942,103.446,112.015,-10.963072817656,0.368,2016,2016,0,0,0,17.0
Northern Kentucky,Horz,0.282791,99.405,107.784,-13.983441494935,0.5032,2016,2016,0,0,0,17.0
Arkansas St.,SB,0.282649,99.0561,107.412,-13.944069114969,0.4682,2016,2016,0,0,0,17.0
Drake,MVC,0.28193,102.866,111.578,-16.888698648226,0.5178,2016,2016,0,0,0,17.0
South Alabama,SB,0.28141,95.0544,103.128,-12.658660359473,0.4862,2016,2016,0,0,0,17.0
UMKC,WAC,0.279715,101.868,110.601,-12.914060862326,0.4688,2016,2016,0,0,0,17.0
San Diego,WCC,0.274332,92.8351,101.029,-13.507469801169,0.5365,2016,2016,0,0,0,17.0
Penn,Ivy,0.272961,98.3892,107.138,-10.870277643863,0.4707,2016,2016,0,0,0,17.0
Troy,SB,0.270535,97.7857,106.594,-15.30567923707,0.4676,2016,2016,0,0,0,17.0
Colgate,Pat,0.268514,102.525,111.86,-12.272182783181,0.3852,2016,2016,0,0,0,17.0
Eastern Illinois,OVC,0.266454,99.3231,108.466,-12.330819572409,0.4173,2016,2016,0,0,0,17.0
Delaware,CAA,0.263457,100.482,109.878,-15.25171327679,0.5482,2016,2016,0,0,0,17.0
Hampton,MEAC,0.261523,98.181,107.456,-6.2828635748859,0.314,2016,2016,0,0,1,16.0
Idaho St.,BSky,0.261249,98.4465,107.76,-10.87813257959,0.3591,2016,2016,0,0,0,17.0
Rutgers,B10,0.260964,97.475,106.71,-14.003060892102,0.636,2016,2016,0,0,0,17.0
Mount St. Mary's,NEC,0.257896,92.0538,100.915,-13.867662744866,0.3309,2016,2016,0,0,0,17.0
Brown,Ivy,0.257763,101.03,110.763,-14.039119606279,0.4577,2016,2016,0,0,0,17.0
Appalachian St.,SB,0.25536,100.77,110.599,-15.20794948592,0.492,2016,2016,0,0,0,17.0
Stetson,ASun,0.243588,103.035,113.704,-16.647070989214,0.426,2016,2016,0,0,0,17.0
Loyola MD,Pat,0.243336,100.68,111.118,-16.176795189949,0.3902,2016,2016,0,0,0,17.0
Rice,CUSA,0.241299,104.684,115.649,-14.807639082635,0.4315,2016,2016,0,0,0,17.0
Utah Valley,WAC,0.240981,99.3596,109.784,-12.209700941548,0.4376,2016,2016,0,0,0,17.0
Holy Cross,Pat,0.239836,96.7245,106.93,-14.467009569553,0.3704,2016,2016,0,0,1,16.0
South Carolina St.,MEAC,0.239089,101.835,112.621,-9.5031563536018,0.3348,2016,2016,0,0,0,17.0
North Texas,CUSA,0.233327,100.475,111.426,-14.658732731967,0.4224,2016,2016,0,0,0,17.0
LIU Brooklyn,NEC,0.229963,100.225,111.331,-12.515978846706,0.2489,2016,2016,0,0,0,17.0
Cornell,Ivy,0.227556,96.7494,107.598,-11.600133100557,0.4976,2016,2016,0,0,0,17.0
Incarnate Word,Slnd,0.22737,99.5655,110.74,-6.2809469499133,0.3565,2016,2016,0,0,0,17.0
Youngstown St.,Horz,0.2215,101.603,113.338,-13.964768467502,0.4962,2016,2016,0,0,0,17.0
Seattle,WAC,0.219383,93.9551,104.919,-11.150392384496,0.3977,2016,2016,0,0,0,17.0
Sacramento St.,BSky,0.21776,96.7618,108.142,-12.860755480009,0.3904,2016,2016,0,0,0,17.0
Quinnipiac,MAAC,0.216694,91.4659,102.279,-16.650363298369,0.3846,2016,2016,0,0,0,17.0
Jacksonville St.,OVC,0.209776,96.8617,108.702,-17.995444595988,0.4217,2016,2016,0,0,0,17.0
Fairleigh Dickinson,NEC,0.208965,102.993,115.632,-9.8879804057434,0.3159,2016,2016,0,0,1,16.0
Cleveland St.,Horz,0.207718,90.3005,101.449,-15.908354020272,0.5309,2016,2016,0,0,0,17.0
Houston Baptist,Slnd,0.202689,100.156,112.823,-10.792227870949,0.3917,2016,2016,0,0,0,17.0
Alabama St.,SWAC,0.197026,98.0304,110.769,-13.094091287635,0.3163,2016,2016,0,0,0,17.0
Charleston Southern,BSth,0.195937,97.7514,110.52,-15.526733917297,0.4378,2016,2016,0,0,0,17.0
Liberty,BSth,0.194025,97.8798,110.783,-14.035584377243,0.406,2016,2016,0,0,0,17.0
Bethune Cookman,MEAC,0.188857,97.453,110.621,-13.804899931963,0.3085,2016,2016,0,0,0,17.0
Florida Atlantic,CUSA,0.188526,95.0288,107.889,-17.277523576763,0.479,2016,2016,0,0,0,17.0
Campbell,BSth,0.187104,99.5815,113.149,-15.092513910954,0.3227,2016,2016,0,0,0,17.0
St. Francis PA,NEC,0.186702,99.573,113.166,-13.508094596626,0.2996,2016,2016,0,0,0,17.0
St. Francis NY,NEC,0.185883,92.294,104.943,-13.744857983044,0.2874,2016,2016,0,0,0,17.0
Morgan St.,MEAC,0.180366,93.8969,107.108,-17.411938180012,0.3287,2016,2016,0,0,0,17.0
North Carolina Central,MEAC,0.178959,97.4934,111.303,-15.579822999753,0.2806,2016,2016,0,0,0,17.0
USC Upstate,ASun,0.178163,100.035,114.258,-16.188569802645,0.4104,2016,2016,0,0,0,17.0
Sacred Heart,NEC,0.177211,98.0478,112.052,-13.801287508949,0.312,2016,2016,0,0,0,17.0
Binghamton,AE,0.176347,89.2593,102.061,-17.309186568157,0.3663,2016,2016,0,0,0,17.0
SIU Edwardsville,OVC,0.173276,94.5708,108.335,-16.729047995269,0.4434,2016,2016,0,0,0,17.0
Longwood,BSth,0.169495,99.188,113.887,-18.635818882095,0.3787,2016,2016,0,0,0,17.0
Hartford,AE,0.168474,99.4178,114.223,-17.68120093703,0.3837,2016,2016,0,0,0,17.0
Alcorn St.,SWAC,0.164711,96.7995,111.477,-11.475166945324,0.2995,2016,2016,0,0,0,17.0
Marist,MAAC,0.1641,100.72,116.038,-18.823497071815,0.3923,2016,2016,0,0,0,17.0
VMI,SC,0.160586,95.9732,110.817,-16.059420351578,0.4333,2016,2016,0,0,0,17.0
Lafayette,Pat,0.160566,99.0332,114.352,-19.416298495897,0.3714,2016,2016,0,0,0,17.0
Maryland Eastern Shore,MEAC,0.160385,97.7379,112.87,-15.479525174003,0.3732,2016,2016,0,0,0,17.0
Alabama A&M,SWAC,0.15989,98.3087,113.565,-15.058976559887,0.2784,2016,2016,0,0,0,17.0
UMass Lowell,AE,0.158106,99.418,114.98,-13.248776633723,0.382,2016,2016,0,0,0,17.0
Niagara,MAAC,0.157758,92.7971,107.347,-19.390608091068,0.4208,2016,2016,0,0,0,17.0
Southern Miss,CUSA,0.156575,94.5651,109.477,-15.929562855596,0.4194,2016,2016,0,0,0,17.0
Robert Morris,NEC,0.154479,90.4494,104.858,-17.352187412745,0.3467,2016,2016,0,0,0,17.0
Abilene Christian,Slnd,0.152942,96.3065,111.763,-14.421243348075,0.3249,2016,2016,0,0,0,17.0
Northern Colorado,BSky,0.151278,101.005,117.347,-16.006925779708,0.4161,2016,2016,0,0,0,17.0
The Citadel,SC,0.1504,100.865,117.255,-17.837329846172,0.3899,2016,2016,0,0,0,17.0
Southeastern Louisiana,Slnd,0.146802,96.1993,112.107,-15.790130663582,0.3336,2016,2016,0,0,0,17.0
American,Pat,0.143309,91.3776,106.75,-14.063128408672,0.3908,2016,2016,0,0,0,17.0
Bradley,MVC,0.139347,86.1004,100.871,-17.74641326558,0.5902,2016,2016,0,0,0,17.0
Northwestern St.,Slnd,0.137829,100.822,118.248,-14.376197660303,0.3753,2016,2016,0,0,0,17.0
New Orleans,Slnd,0.137113,95.2777,111.804,-16.479609374291,0.3216,2016,2016,0,0,0,17.0
Coppin St.,MEAC,0.13684,95.2614,111.808,-16.168177917111,0.3735,2016,2016,0,0,0,17.0
Nicholls St.,Slnd,0.135508,91.2454,107.2,-16.724309999051,0.3909,2016,2016,0,0,0,17.0
Illinois Chicago,Horz,0.130771,89.6781,105.735,-19.630914774022,0.4893,2016,2016,0,0,0,17.0
McNeese St.,Slnd,0.129826,97.046,114.505,-14.144276143925,0.349,2016,2016,0,0,0,17.0
Central Arkansas,Slnd,0.129147,99.8191,117.839,-15.970105188316,0.3518,2016,2016,0,0,0,17.0
Howard,MEAC,0.128891,92.1777,108.84,-16.111648261681,0.309,2016,2016,0,0,0,17.0
Savannah St.,MEAC,0.127864,86.7738,102.541,-11.156744067052,0.2968,2016,2016,0,0,0,17.0
Presbyterian,BSth,0.125429,92.9711,110.075,-15.764583492759,0.3767,2016,2016,0,0,0,17.0
Lamar,Slnd,0.125382,95.2901,112.824,-15.905038334448,0.2922,2016,2016,0,0,0,17.0
UMBC,AE,0.11928,98.6048,117.328,-20.559332969024,0.3614,2016,2016,0,0,0,17.0
Southeast Missouri St.,OVC,0.112554,91.0423,108.949,-19.242426364039,0.4293,2016,2016,0,0,0,17.0
UTSA,CUSA,0.112512,96.9148,115.981,-20.436591921199,0.4188,2016,2016,0,0,0,17.0
North Carolina A&T,MEAC,0.108223,95.1155,114.261,-16.758691804765,0.3034,2016,2016,0,0,0,17.0
Maine,AE,0.108108,94.5383,113.579,-17.372205138502,0.3716,2016,2016,0,0,0,17.0
Southern Utah,BSky,0.100085,97.3105,117.788,-18.564966407596,0.4266,2016,2016,0,0,0,17.0
Prairie View A&M,SWAC,0.0986649,88.3177,107.051,-18.328195615052,0.3673,2016,2016,0,0,0,17.0
Bryant,NEC,0.0980411,93.2744,113.128,-17.702925446431,0.3608,2016,2016,0,0,0,17.0
Northern Arizona,BSky,0.0925645,92.5934,112.924,-18.797137430064,0.4618,2016,2016,0,0,0,17.0
UT Rio Grande Valley,WAC,0.0871896,94.053,115.362,-16.963290426457,0.4206,2016,2016,0,0,0,17.0
Mississippi Valley St.,SWAC,0.0843681,90.1882,110.968,-21.552743053906,0.3412,2016,2016,0,0,0,17.0
Chicago St.,WAC,0.0786019,90.8312,112.51,-21.164295515239,0.4998,2016,2016,0,0,0,17.0
Arkansas Pine Bluff,SWAC,0.0718945,87.7506,109.61,-17.758706506766,0.3989,2016,2016,0,0,0,17.0
Delaware St.,MEAC,0.0577656,88.5946,112.938,-20.009967259068,0.3516,2016,2016,0,0,0,17.0
Central Connecticut,NEC,0.0570446,92.4694,118.014,-21.941712705158,0.2819,2016,2016,0,0,0,17.0
Grambling St.,SWAC,0.0523216,85.9266,110.539,-19.732123191574,0.3359,2016,2016,0,0,0,17.0
Florida A&M,MEAC,0.0506292,82.8871,106.951,-18.313896295605,0.2659,2016,2016,0,0,0,17.0
Gonzaga,WCC,0.972764,117.823,86.3371,7.7181167190663,0.5788,2017,2017,1,1,1,1.0
North Carolina,ACC,0.961477,121.014,91.4825,8.3482089773565,0.747,2017,2017,1,1,1,1.0
Villanova,BE,0.961112,122.247,92.4935,11.068213079029,0.7173,2017,2017,0,1,1,1.0
Florida,SEC,0.957626,116.626,88.9296,6.3448025722763,0.7615,2017,2017,0,1,1,4.0
Kentucky,SEC,0.951658,118.34,91.3261,9.0220775310695,0.7266,2017,2017,0,1,1,2.0
West Virginia,B12,0.949801,115.363,89.3361,6.4265522730715,0.704,2017,2017,0,1,1,4.0
Virginia,ACC,0.94773,111.792,86.8926,4.9903002198982,0.7533,2017,2017,0,0,1,5.0
Kansas,B12,0.947213,121.491,94.5168,11.007573767463,0.7641,2017,2017,0,1,1,1.0
Louisville,ACC,0.946942,117.595,91.5284,6.871854879257,0.7517,2017,2017,0,1,1,2.0
Duke,ACC,0.943609,122.079,95.5527,8.5558077962204,0.7383,2017,2017,0,1,1,2.0
SMU,Amer,0.942586,120.035,94.1087,6.4136183011271,0.6128,2017,2017,0,0,1,6.0
Wichita St.,MVC,0.940316,117.185,92.2038,4.0785928228641,0.5402,2017,2017,0,0,1,10.0
Michigan,B10,0.936613,123.307,97.5632,3.7763922880283,0.7266,2017,2017,0,0,1,7.0
Saint Mary's,WCC,0.933436,118.046,93.8263,3.8722219437743,0.5301,2017,2017,0,0,1,7.0
Oregon,P12,0.93214,117.791,93.7925,5.9602692473455,0.665,2017,2017,1,1,1,3.0
Purdue,B10,0.929712,116.568,93.1235,5.5658056262361,0.6958,2017,2017,0,1,1,4.0
Cincinnati,Amer,0.929177,115.153,92.0583,5.6233319856223,0.622,2017,2017,0,0,1,6.0
Iowa St.,B12,0.92646,119.963,96.2426,6.4867107835431,0.7579,2017,2017,0,0,1,5.0
Wisconsin,B10,0.925549,114.54,91.9988,5.1315341295855,0.7133,2017,2017,0,0,1,8.0
Baylor,B12,0.922589,116.445,93.8724,7.9032631770045,0.7338,2017,2017,0,1,1,3.0
Oklahoma St.,B12,0.92209,126.822,102.299,3.3490788919522,0.7402,2017,2017,0,0,1,10.0
Notre Dame,ACC,0.920516,119.287,96.4034,5.9390697678099,0.712,2017,2017,0,0,1,5.0
UCLA,P12,0.917532,122.773,99.5677,6.6568567395068,0.6175,2017,2017,0,1,1,3.0
Arizona,P12,0.915664,117.577,95.5565,7.8725940214056,0.6703,2017,2017,0,1,1,2.0
South Carolina,SEC,0.908291,108.662,89.0197,1.6628717743686,0.7121,2017,2017,1,0,1,7.0
Butler,BE,0.90384,117.717,96.8774,5.5299683549655,0.7428,2017,2017,0,1,1,4.0
Florida St.,ACC,0.901418,115.387,95.1875,5.9061486457768,0.701,2017,2017,0,1,1,3.0
Creighton,BE,0.893082,114.473,95.1798,4.2845883167698,0.6854,2017,2017,0,0,1,6.0
Vanderbilt,SEC,0.889787,112.497,93.8142,0.11906199382632,0.7518,2017,2017,0,0,1,9.0
Marquette,BE,0.888065,121.835,101.755,0.61492400884519,0.6933,2017,2017,0,0,1,10.0
Wake Forest,ACC,0.883119,122.351,102.621,1.2863897926199,0.7306,2017,2017,0,0,1,11.0
Kansas St.,B12,0.881822,112.233,94.2369,1.6592454695575,0.7171,2017,2017,0,0,1,11.0
Miami,ACC,0.880419,110.805,93.1463,2.9021060293239,0.7042,2017,2017,0,0,1,8.0
Rhode Island,A10,0.871672,111.121,94.0687,0.41007887471907,0.6118,2017,2017,0,0,1,11.0
Xavier,BE,0.871313,115.573,97.8647,1.6092394477672,0.7538,2017,2017,0,0,1,11.0
Minnesota,B10,0.866489,109.346,92.9338,3.6771079005419,0.6979,2017,2017,0,0,1,5.0
